id,event_id,event_ts,curr_price,past_prices,past_timestamps,mean,std,is_anomaly,z_score,alert_id
38892,3d86bcd6d2d96582e9ba045e9fa59c3550f68705b6ffb19c6c0513fa7c7a385f,2026-04-21T04:33:00.000Z,0.02552781429564782,"[0.02562714291041634, 0.025625464070877284, 0.025626050711736213, 0.02563186152769965, 0.025630435003283786, 0.02562266223042676, 0.025643680103540664, 0.02564075991572268, 0.025640379111940757, 0.0256361443481729, 0.025630188181586057, 0.02562789768152218, 0.025624015101378385, 0.025615123755129834, 0.02561435894880279, 0.025612510337662632, 0.0255821547127697, 0.025583854846041955, 0.02558295352799541, 0.025591953281652022, 0.025595507747485393, 0.025585805691222714, 0.02557887298025451, 0.025578762078656177, 0.025577462593798533, 0.025576953456547535, 0.025580133646777314, 0.025581970780504625, 0.0256163939500862, 0.025612762170183847, 0.025592792655189912, 0.025566091423100124, 0.025558678653605973, 0.025543444664438735, 0.02553190945423388]","[2026-04-21 01:36:00, 2026-04-21 01:40:00, 2026-04-21 01:45:00, 2026-04-21 01:50:00, 2026-04-21 01:55:00, 2026-04-21 02:00:00, 2026-04-21 02:06:00, 2026-04-21 02:11:00, 2026-04-21 02:16:00, 2026-04-21 02:21:00, 2026-04-21 02:26:00, 2026-04-21 02:31:00, 2026-04-21 02:36:00, 2026-04-21 02:40:00, 2026-04-21 02:45:00, 2026-04-21 02:53:00, 2026-04-21 02:58:00, 2026-04-21 03:03:00, 2026-04-21 03:08:00, 2026-04-21 03:13:00, 2026-04-21 03:18:00, 2026-04-21 03:23:00, 2026-04-21 03:28:00, 2026-04-21 03:33:00, 2026-04-21 03:38:00, 2026-04-21 03:43:00, 2026-04-21 03:48:00, 2026-04-21 03:53:00, 2026-04-21 03:58:00, 2026-04-21 04:03:00, 2026-04-21 04:08:00, 2026-04-21 04:13:00, 2026-04-21 04:18:00, 2026-04-21 04:23:00, 2026-04-21 04:28:00]",0.02560191806441267,2.8656577246671562E-5,true,2.585925322726965,3d86bcd6d2d96582e9ba045e9fa59c3550f68705b6ffb19c6c0513fa7c7a385f
